n_in,final,a,b,c,d,a1,b1,c1,d1,a2,b2,c2,d2,a3,b3,c3,d3
2010091300,0.13,2.73,-0.05,90.99,2.73,2.99,0.39,82.48,3.01,2.93,1.09,69.69,3.13,2.84,1.15,68.03,3.06
2010091301,0.316,2.54,1.24,63.94,2.82,2.44,1.73,54.68,2.99,2.46,1.71,55.13,2.99,2.04,2.31,41.53,3.08
2010091302,0.386,2.41,1.82,52.95,3.02,2.36,2.01,49.52,3.1,2.48,1.93,52.16,3.14,2.19,2.44,41.87,3.28
2010091303,0.511,2.48,1.91,52.42,3.13,2.48,1.86,53.11,3.1,2.63,1.78,55.87,3.17,2.33,2.25,46.02,3.24
2010091304,0.551,2.63,1.4,61.96,2.98,2.63,1.28,64.13,2.92,2.67,1.32,63.8,2.98,2.46,1.85,53.05,3.08
2010091305,0.446,2.82,0.66,76.87,2.9,2.78,0.57,78.45,2.83,2.63,0.77,73.64,2.74,2.56,1.4,61.3,2.92
2010091306,0.241,3.01,0.14,87.25,3.01,2.91,0.12,87.56,2.92,2.55,0.43,80.31,2.58,2.6,1.06,67.78,2.81
2010091307,0.09,3.16,0.2,86.39,3.17,3.04,0.22,85.91,3.04,2.49,0.51,78.38,2.54,2.57,0.96,69.62,2.74
2010091308,0.01,3.26,0.64,78.95,3.32,3.11,0.64,78.35,3.18,2.48,0.87,70.63,2.62,2.53,1.04,67.65,2.74
2010091309,0.005,3.27,1.14,70.84,3.46,3.09,1.07,70.89,3.27,2.51,1.29,62.72,2.82,2.55,1.24,64.14,2.83
2010091310,0.06,3.22,1.43,65.97,3.52,2.97,1.25,67.24,3.22,2.6,1.58,58.61,3.04,2.68,1.45,61.58,3.05
2010091311,0.125,3.24,1.46,65.69,3.56,2.93,1.18,67.96,3.16,2.82,1.66,59.45,3.27,2.94,1.58,61.75,3.33
2010091312,0.18,3.54,1.22,71,3.74,3.16,0.97,73.04,3.31,3.24,1.46,65.68,3.56,3.29,1.49,65.61,3.62
2010091313,0.201,3.81,0.66,80.21,3.87,3.91,0.97,76.07,4.03,3.75,1.13,73.25,3.92,3.43,1.36,68.42,3.69
2010091314,0.12,4.68,0.29,86.48,4.68,4.7,0.31,86.27,4.71,4.33,0.6,82.1,4.37,4.47,0.64,81.85,4.52
2010091315,0.231,5.47,-0.13,91.4,5.47,5.48,-0.36,93.71,5.49,5.05,0.07,89.16,5.05,5.51,-0.01,90.11,5.51
2010091316,0.406,5.99,-0.59,95.59,6.02,6.11,-0.89,98.24,6.17,5.91,-0.32,93.13,5.92,6.45,-0.59,95.2,6.48
2010091317,0.396,6.36,-1.02,99.14,6.44,6.63,-1.3,101.06,6.76,6.81,-0.6,95,6.84,7.23,-1.07,98.43,7.31
2010091318,0.566,6.74,-1.38,101.61,6.88,7.1,-1.64,102.97,7.29,7.63,-0.79,95.89,7.67,7.8,-1.45,100.53,7.93
2010091319,0.707,7.22,-1.63,102.74,7.4,7.53,-1.94,104.45,7.78,8.2,-0.94,96.54,8.26,8.06,-1.71,101.98,8.24
2010091320,0.807,7.47,-1.78,103.41,7.68,7.64,-2.17,105.88,7.95,8.26,-1.11,97.67,8.34,7.84,-1.86,103.38,8.06
2010091321,0.777,7.04,-1.86,104.8,7.28,7.11,-2.28,107.81,7.47,7.51,-1.36,100.29,7.63,6.95,-1.94,105.59,7.21
2010091322,0.612,5.69,-1.9,108.42,6,5.76,-2.24,111.24,6.19,5.83,-1.72,106.42,6.08,5.33,-1.95,110.05,5.68
2010091323,0.371,4,-1.91,115.58,4.43,4.13,-2.12,117.14,4.64,3.84,-2.07,118.31,4.36,3.52,-1.9,118.32,4
2010091400,0.135,2.72,-1.93,125.4,3.33,2.89,-2,124.75,3.51,2.35,-2.27,134.09,3.27,2.16,-1.78,129.59,2.8
2010091401,0.195,2.54,-1.97,127.78,3.21,1.93,-2.24,139.2,2.96,1.74,-1.62,133.02,2.38,2.14,-1.96,132.52,2.9
2010091402,0.17,2.82,-1.98,125.11,3.44,2.29,-2.06,131.91,3.08,2.04,-1.47,125.74,2.51,2.23,-1.84,129.63,2.89
2010091403,0.241,3.26,-1.98,121.27,3.82,2.88,-1.85,122.75,3.43,2.64,-1.37,117.43,2.98,2.49,-1.76,125.2,3.05
2010091404,0.201,3.51,-1.93,118.77,4.01,3.29,-1.75,117.96,3.72,3.21,-1.38,113.36,3.49,2.86,-1.71,120.78,3.33
2010091405,0.155,3.56,-1.83,117.27,4,3.48,-1.72,116.28,3.88,3.62,-1.48,112.23,3.91,3.24,-1.7,117.67,3.66
2010091406,0.16,3.49,-1.73,116.38,3.89,3.53,-1.73,116.12,3.93,3.83,-1.61,112.82,4.15,3.51,-1.75,116.51,3.93
2010091407,0.251,3.38,-1.63,115.79,3.76,3.51,-1.75,116.48,3.92,3.81,-1.74,114.53,4.19,3.62,-1.87,117.35,4.07
2010091408,0.326,3.31,-1.54,114.98,3.66,3.46,-1.76,116.96,3.88,3.64,-1.82,116.59,4.07,3.56,-1.96,118.86,4.07
2010091409,0.19,3.35,-1.44,113.31,3.64,3.39,-1.75,117.21,3.82,3.45,-1.83,117.99,3.9,3.4,-1.93,119.55,3.91
2010091410,0.125,3.53,-1.34,110.81,3.78,3.36,-1.72,117.06,3.77,3.33,-1.77,117.95,3.77,3.21,-1.73,118.32,3.65
2010091411,0.135,3.87,-1.38,109.58,4.11,3.47,-1.76,116.92,3.9,3.39,-1.78,117.71,3.83,3.17,-1.6,116.86,3.55
2010091412,0.11,4.35,-1.7,111.38,4.67,3.86,-1.99,117.29,4.35,3.76,-2.08,118.99,4.29,3.48,-1.85,118.07,3.94
2010091413,0.09,4.61,-2.46,118.13,5.22,4.46,-2.75,121.66,5.24,4.26,-2.64,121.81,5.01,4.65,-2.98,122.64,5.52
2010091414,0.14,5.53,-3.01,118.55,6.3,5.3,-3.45,123.06,6.33,5.26,-3.54,123.91,6.34,5.09,-3.55,124.94,6.2
2010091415,0.296,6.43,-3.43,118.07,7.28,6.03,-3.74,121.84,7.09,6.15,-3.97,122.85,7.32,5.61,-3.46,121.67,6.59
2010091416,0.291,7.11,-3.56,116.59,7.95,6.46,-3.34,117.32,7.27,6.68,-3.56,118.03,7.57,6.17,-2.93,115.43,6.83
2010091417,0.381,7.62,-3.51,114.72,8.39,6.76,-2.57,110.84,7.23,7.01,-2.68,110.91,7.5,6.78,-2.32,108.86,7.16
2010091418,0.441,8.05,-3.43,113.11,8.75,7.16,-1.94,105.15,7.42,7.4,-1.91,104.44,7.64,7.46,-1.97,104.79,7.71
2010091419,0.496,8.4,-3.44,112.29,9.08,7.78,-1.8,103,7.98,7.97,-1.66,101.8,8.14,8.16,-2.13,104.65,8.43
2010091420,0.531,8.42,-3.43,112.2,9.09,8.17,-1.96,103.48,8.4,8.34,-1.81,102.21,8.54,8.54,-2.52,106.47,8.9
2010091421,0.586,7.74,-3.24,112.72,8.4,7.76,-2.11,105.21,8.04,8.02,-2.04,104.24,8.27,8.18,-2.73,108.47,8.62
2010091422,0.642,6.22,-2.78,114.08,6.81,6.23,-2.02,107.97,6.55,6.7,-2.12,107.6,7.03,6.85,-2.47,109.84,7.28
2010091423,0.496,4.35,-2.2,116.82,4.87,4.23,-1.81,113.15,4.6,4.91,-2.11,113.25,5.34,5.09,-1.99,111.32,5.46
2010091500,0.296,2.83,-1.73,121.44,3.31,2.65,-1.68,122.31,3.14,3.4,-2.09,121.58,3.99,3.61,-1.64,114.43,3.96
2010091501,0.276,2.16,-1.77,129.36,2.79,2.72,-2.14,128.15,3.46,2.94,-1.69,119.91,3.39,4.04,-1.97,116.04,4.5
2010091502,0.241,2.39,-1.96,129.41,3.09,2.65,-2.2,129.69,3.44,2.85,-1.97,124.59,3.47,3.49,-2.16,121.74,4.1
2010091503,0.15,2.73,-2.06,126.99,3.42,2.77,-2.19,128.35,3.53,2.94,-2.19,126.72,3.66,3.07,-2.21,125.8,3.78
2010091504,0.185,2.73,-1.92,125.21,3.34,2.73,-2.04,126.78,3.41,2.86,-2.14,126.9,3.57,2.76,-2.16,128.09,3.51
2010091505,0.201,2.46,-1.64,123.69,2.96,2.56,-1.81,125.25,3.13,2.65,-1.9,125.69,3.26,2.54,-2.03,128.59,3.25
2010091506,0.18,2.16,-1.34,121.83,2.54,2.32,-1.55,123.64,2.79,2.44,-1.61,123.37,2.92,2.4,-1.83,127.42,3.02
2010091507,0.105,2,-1.13,119.53,2.3,2.12,-1.32,121.95,2.5,2.32,-1.37,120.56,2.7,2.3,-1.6,124.8,2.8
2010091508,0.095,1.97,-1.03,117.63,2.23,2.02,-1.16,119.94,2.33,2.28,-1.2,117.77,2.58,2.25,-1.36,121.21,2.63
2010091509,0.11,2.02,-1.03,116.97,2.27,2.1,-1.1,117.53,2.37,2.26,-1.07,115.3,2.5,2.21,-1.15,117.41,2.5
2010091510,0.115,2.08,-1.11,118.11,2.36,2.4,-1.14,115.5,2.66,2.25,-0.98,113.64,2.45,2.21,-1.01,114.59,2.43
2010091511,0.075,2.13,-1.31,121.65,2.5,2.75,-1.33,115.83,3.06,2.3,-1.05,114.6,2.53,2.28,-1.04,114.62,2.5
2010091512,0.065,2.13,-1.66,127.91,2.7,2.97,-1.69,119.6,3.42,2.51,-1.42,119.44,2.89,2.48,-1.36,118.65,2.83
2010091513,0.035,2.93,-2.2,126.92,3.66,2.93,-2.14,126.07,3.63,2.85,-1.99,124.89,3.48,2.81,-2.15,127.4,3.54
2010091514,0.005,2.69,-2.66,134.62,3.78,3.39,-2.92,130.69,4.47,3.27,-2.7,129.5,4.24,3.36,-2.47,126.38,4.17
2010091515,0.105,2.42,-2.82,139.38,3.72,3.68,-3.39,132.66,5,3.59,-3.17,131.4,4.79,3.72,-2.65,125.45,4.57
2010091516,0.065,2.23,-2.54,138.61,3.38,3.64,-3.28,132.03,4.9,3.71,-3.17,130.52,4.88,3.91,-2.69,124.56,4.75
2010091517,0.025,2.2,-1.99,132.13,2.96,3.4,-2.74,128.81,4.37,3.66,-2.79,127.34,4.6,3.95,-2.59,123.26,4.73
2010091518,0.025,2.36,-1.46,121.73,2.77,3.16,-2,122.38,3.74,3.53,-2.21,122.05,4.17,3.87,-2.32,120.92,4.51
2010091519,0.035,2.69,-1.18,113.61,2.93,3.04,-1.31,113.3,3.31,3.38,-1.59,115.23,3.74,3.68,-1.89,117.21,4.14
2010091520,0.015,2.87,-1.16,111.92,3.1,2.94,-0.82,105.55,3.05,3.17,-1.09,109,3.35,3.36,-1.51,114.24,3.69
2010091521,0,2.51,-1.36,118.43,2.86,2.7,-0.68,104.18,2.78,2.82,-0.85,106.8,2.95,2.88,-1.42,116.29,3.21
2010091522,0.005,1.38,-1.72,141.29,2.2,2.2,-0.97,113.75,2.41,2.3,-0.97,112.87,2.49,2.21,-1.75,128.34,2.82
2010091523,0.035,-0.08,-2.06,182.34,2.06,1.5,-1.43,133.68,2.08,1.6,-1.3,129.12,2.07,1.43,-2.2,146.88,2.62
2010091600,0.01,-1.27,-2.15,210.44,2.5,0.69,-1.75,158.48,1.88,0.78,-1.67,154.95,1.84,0.63,-2.37,164.99,2.45
2010091601,0,-0.14,-1.67,184.64,1.67,-0.12,-1.89,183.62,1.89,-0.11,-1.97,183.12,1.97,-1.61,-1.04,237.1,1.92
2010091602,0.005,-0.86,-1.28,214.06,1.54,-0.94,-1.84,206.94,2.07,-0.74,-1.23,211,1.43,-1.81,-0.58,252.39,1.9
2010091603,0.085,-1.38,-0.73,241.98,1.56,-1.49,-1.44,225.88,2.07,-1.22,-0.49,248.15,1.31,-1.76,0.08,272.6,1.76
2010091604,0.145,-1.62,-0.18,263.78,1.63,-1.66,-0.65,248.64,1.79,-1.51,-0.01,269.7,1.51,-1.56,0.82,297.77,1.76
2010091605,0.135,-1.72,0.38,282.36,1.76,-1.62,0.34,281.87,1.66,-1.69,0.27,278.99,1.71,-1.35,1.47,317.26,2
2010091606,0.246,-1.86,0.94,296.75,2.08,-1.6,1.28,308.58,2.05,-1.81,0.47,284.69,1.87,-1.32,1.83,324.23,2.25
2010091607,0.251,-2.18,1.5,304.65,2.65,-1.77,1.95,317.69,2.63,-1.94,0.72,290.45,2.07,-1.55,1.8,319.27,2.38
2010091608,0.266,-2.61,2.03,307.92,3.31,-2.1,2.33,318,3.14,-2.13,1.03,295.82,2.37,-1.96,1.63,309.83,2.55
2010091609,0.331,-3.05,2.46,308.93,3.92,-2.49,2.46,314.65,3.51,-2.4,1.38,299.89,2.77,-2.4,1.67,304.82,2.92
2010091610,0.381,-3.44,2.75,308.7,4.4,-2.89,2.4,309.75,3.75,-2.78,1.74,302.06,3.28,-2.76,2.11,307.42,3.48
2010091611,0.371,-3.94,2.94,306.77,4.91,-3.34,2.35,305.19,4.09,-3.31,2.03,301.48,3.89,-3.15,2.69,310.45,4.14
2010091612,0.296,-4.76,3.08,302.9,5.67,-3.95,2.58,303.14,4.71,-4.06,2.15,297.91,4.6,-3.7,2.97,308.78,4.74
2010091613,0.326,-4.73,3.22,304.24,5.72,-5.01,2.03,292.08,5.41,-4.47,2.68,300.95,5.22,-4.79,1.64,288.86,5.06
2010091614,0.386,-5.39,4.03,306.81,6.73,-5.91,1.7,286.07,6.15,-5.28,2.05,291.26,5.66,-5.47,1.54,285.75,5.68
2010091615,0.451,-5.57,4.68,310.05,7.28,-6.45,1.21,280.67,6.56,-5.84,1.45,283.9,6.02,-5.76,1.58,285.36,5.97
2010091616,0.366,-5.05,4.85,313.84,7.01,-6.43,0.61,275.41,6.46,-5.98,1.11,280.54,6.08,-5.71,1.62,285.87,5.94
2010091617,0.216,-4.18,4.33,316.05,6.02,-6.09,-0.13,268.74,6.09,-5.81,0.87,278.51,5.87,-5.37,1.47,285.31,5.57
2010091618,0.231,-3.43,2.94,310.61,4.52,-5.76,-1.05,259.7,5.86,-5.51,0.42,274.33,5.52,-4.77,0.9,280.71,4.85
2010091619,0.236,-3.17,0.65,281.54,3.23,-5.71,-2.13,249.56,6.09,-5.24,-0.45,265.07,5.26,-3.96,-0.21,266.97,3.97
2010091620,0.311,-3.2,-1.99,238.15,3.77,-5.77,-3.22,240.84,6.61,-4.96,-1.6,252.13,5.21,-3.17,-1.62,242.92,3.56
2010091621,0.206,-3.21,-4.25,217.04,5.32,-5.69,-4.12,234.05,7.02,-4.58,-2.79,238.6,5.36,-2.65,-3,221.46,4.01
2010091622,0.165,-2.95,-5.58,207.81,6.31,-5.28,-4.69,228.39,7.07,-4.07,-3.83,226.7,5.59,-2.57,-4.08,212.27,4.82
2010091623,0.281,-2.51,-6.12,202.29,6.61,-4.7,-4.97,223.43,6.84,-3.54,-4.57,217.83,5.78,-2.78,-4.8,210.14,5.55
2010091700,0.356,-2.06,-6.14,198.57,6.47,-4.16,-5.03,219.58,6.52,-3.19,-4.87,213.19,5.82,-3.05,-5.17,210.54,6.01
2010091701,0.431,-3.8,-4.94,217.58,6.24,-3.1,-4.7,213.42,5.63,-3.19,-5.23,211.37,6.12,-3.28,-5.13,212.65,6.09
2010091702,0.396,-3.58,-4.75,217.01,5.95,-3.13,-4.26,216.31,5.28,-3.17,-5.02,212.29,5.94,-3.15,-5.18,211.28,6.06
2010091703,0.286,-3.37,-4.47,216.95,5.6,-3.05,-3.83,218.55,4.9,-3.05,-4.64,213.29,5.56,-2.89,-5.11,209.48,5.87
2010091704,0.19,-3.06,-4.14,216.42,5.15,-2.73,-3.63,216.91,4.54,-2.84,-4.16,214.28,5.04,-2.55,-4.93,207.35,5.55
2010091705,0.19,-2.66,-3.83,214.74,4.66,-2.3,-3.57,212.83,4.25,-2.55,-3.65,214.88,4.45,-2.18,-4.66,205.11,5.14
2010091706,0.165,-2.2,-3.63,211.23,4.24,-2,-3.47,209.9,4.01,-2.18,-3.2,214.32,3.87,-1.85,-4.33,203.14,4.71
2010091707,0.13,-1.73,-3.58,205.73,3.98,-1.96,-3.22,211.31,3.77,-1.78,-2.85,211.92,3.36,-1.6,-3.97,201.92,4.28
2010091708,0.075,-1.32,-3.61,200.15,3.84,-2.05,-2.86,215.61,3.52,-1.46,-2.6,209.33,2.98,-1.43,-3.58,201.72,3.85
2010091709,0.055,-1.09,-3.57,196.92,3.73,-2.07,-2.51,219.55,3.25,-1.38,-2.39,210.04,2.76,-1.33,-3.18,202.75,3.45
2010091710,0.01,-1.07,-3.38,197.55,3.54,-1.87,-2.23,220.01,2.91,-1.62,-2.19,216.58,2.72,-1.31,-2.78,205.24,3.07
2010091711,0,-1.15,-3.07,200.49,3.28,-1.53,-1.99,217.53,2.51,-1.95,-1.93,225.29,2.75,-1.32,-2.37,209.15,2.72
2010091712,0,-1.16,-2.71,203.08,2.95,-1.2,-1.75,214.36,2.12,-2.06,-1.57,232.72,2.59,-1.35,-1.98,214.22,2.4
2010091713,0,-0.97,-1.45,213.66,1.75,-1.73,-1.07,238.28,2.03,-1.34,-1.62,219.75,2.1,-1.45,-1.79,219.01,2.31
2010091714,0,-0.76,-1.06,215.64,1.31,-1.06,-0.51,244.24,1.18,-1.23,-1.29,223.72,1.78,-1.38,-1.37,225.28,1.95
2010091715,0,-0.47,-0.56,219.64,0.73,-0.27,-0.02,265.78,0.27,-0.93,-1.02,222.19,1.38,-1.17,-1.22,223.74,1.69
2010091716,0,0.01,0.05,12.37,0.05,0.49,0.34,55.66,0.6,-0.39,-0.82,205.1,0.91,-0.85,-1.22,214.79,1.48
2010091717,0,0.61,0.63,44.02,0.88,1.15,0.63,61.37,1.32,0.29,-0.6,154.22,0.67,-0.44,-1.13,201.5,1.21
2010091718,0,1.24,1.02,50.66,1.61,1.67,0.97,59.99,1.93,0.96,-0.25,104.64,1,0,-0.69,179.69,0.69
2010091719,0,1.81,1.1,58.73,2.12,2.03,1.41,55.13,2.47,1.52,0.28,79.52,1.54,0.46,0.21,65.71,0.51
2010091720,0,2.22,1.01,65.53,2.44,2.22,1.85,50.3,2.89,1.95,0.82,67.25,2.11,0.9,1.25,35.93,1.54
2010091721,0,2.34,0.93,68.38,2.52,2.3,2.11,47.42,3.12,2.27,1.12,63.75,2.53,1.3,1.97,33.43,2.36
2010091722,0,2.13,0.99,65.19,2.35,2.27,2.08,47.4,3.08,2.51,1.03,67.67,2.71,1.63,2.04,38.63,2.61
2010091723,0.005,1.76,1.07,58.78,2.06,2.17,1.85,49.57,2.85,2.68,0.69,75.53,2.77,1.92,1.62,49.83,2.51
2010091800,0,1.45,1,55.58,1.76,2.04,1.52,53.16,2.54,2.81,0.33,83.39,2.83,2.19,0.99,65.74,2.41
2010091801,0,1.9,1.24,56.93,2.27,2.92,0.12,87.61,2.92,2.47,0.41,80.49,2.51,2.24,0.63,74.23,2.33
2010091802,0,1.8,1.09,58.79,2.11,2.98,0.14,87.25,2.99,2.71,0.09,88.09,2.71,2.47,0.31,82.86,2.49
2010091803,0,1.76,1.18,56.23,2.12,2.98,0.42,81.89,3.01,2.83,0.19,86.15,2.84,2.66,0.39,81.69,2.69
2010091804,0.045,1.8,1.54,49.4,2.37,2.88,0.95,71.64,3.03,2.79,0.79,74.08,2.9,2.8,0.75,75.01,2.9
2010091805,0.07,1.84,1.98,42.81,2.7,2.68,1.55,59.94,3.1,2.61,1.6,58.55,3.07,2.83,1.23,66.44,3.08
2010091806,0.17,1.8,2.26,38.52,2.89,2.39,1.99,50.27,3.11,2.37,2.2,47.1,3.24,2.67,1.67,58.05,3.15
2010091807,0.261,1.63,2.21,36.41,2.74,2.03,2.11,43.9,2.93,2.11,2.33,42.2,3.14,2.32,1.93,50.23,3.02
2010091808,0.281,1.42,2.05,34.82,2.49,1.71,2.07,39.55,2.69,1.9,2.18,41.06,2.89,1.9,2.08,42.3,2.82
2010091809,0.286,1.31,2.08,32.24,2.46,1.56,2.09,36.62,2.61,1.8,2.08,40.78,2.75,1.55,2.22,34.99,2.71
2010091810,0.261,1.38,2.5,28.84,2.86,1.65,2.35,35.19,2.87,1.84,2.29,38.77,2.93,1.42,2.43,30.36,2.82
2010091811,0.281,1.59,3.14,26.78,3.52,1.93,2.79,34.68,3.39,1.95,2.78,35.1,3.4,1.53,2.82,28.49,3.21
2010091812,0.291,1.86,3.72,26.55,4.16,2.26,3.33,34.23,4.02,2.04,3.46,30.54,4.02,1.87,3.48,28.17,3.95
2010091813,0.341,2.59,3.86,33.88,4.65,2.09,4.23,26.27,4.72,2.4,4.44,28.44,5.05,2.72,5.05,28.3,5.73
2010091814,0.356,3.05,4.26,35.61,5.24,2.39,4.91,25.97,5.46,3.06,5.39,29.56,6.2,3.27,5.44,31.01,6.34
2010091815,0.436,3.84,4.41,41.08,5.85,3.32,5.27,32.2,6.23,3.73,5.97,31.96,7.04,3.88,5.58,34.85,6.79
2010091816,0.707,5.05,4.21,50.17,6.58,5.06,5.18,44.31,7.24,4.33,5.91,36.23,7.33,4.49,5.45,39.51,7.07
2010091817,0.667,6.33,3.73,59.5,7.34,6.96,4.64,56.3,8.37,4.89,5.31,42.63,7.22,5.05,5.02,45.17,7.11
2010091818,0.612,7.22,3.05,67.11,7.83,8.19,3.72,65.55,8.99,5.43,4.37,51.18,6.97,5.47,4.21,52.42,6.91
2010091819,0.366,7.38,2.27,72.9,7.72,8.13,2.5,72.89,8.51,5.95,3.26,61.29,6.79,5.71,3.03,62.09,6.46
2010091820,0.381,6.92,1.5,77.76,7.08,7.13,1.16,80.72,7.22,6.23,2.02,72.05,6.55,5.68,1.62,74.09,5.9
2010091821,0.436,6.06,0.85,82.04,6.12,5.74,-0.1,90.96,5.74,5.99,0.65,83.85,6.03,5.27,0.19,87.9,5.27
2010091822,0.296,5.02,0.37,85.75,5.03,4.46,-1.11,104,4.59,5.1,-0.8,98.94,5.16,4.47,-1.06,103.36,4.59
2010091823,0.13,3.95,-0.03,90.5,3.95,3.41,-1.85,118.47,3.88,3.88,-2.07,118.09,4.4,3.5,-2.02,120,4.04
2010091900,0.115,3,-0.54,100.12,3.05,2.65,-2.31,131.09,3.52,2.81,-2.87,135.55,4.01,2.65,-2.57,134.16,3.7
2010091901,0.085,2.2,-2.52,138.86,3.35,2.23,-2.99,143.28,3.73,2.14,-2.67,141.24,3.42,2.49,-2.48,134.86,3.52
2010091902,0.12,1.97,-2.55,142.4,3.22,2.02,-2.69,143.11,3.36,1.88,-2.46,142.59,3.09,2.22,-2.5,138.47,3.34
2010091903,0.216,1.82,-2.5,144.01,3.1,1.94,-2.32,140.09,3.02,1.7,-2.16,141.76,2.75,1.97,-2.51,141.8,3.19
2010091904,0.311,1.66,-2.45,145.85,2.97,1.8,-2.15,140.09,2.81,1.48,-1.94,142.75,2.44,1.76,-2.48,144.63,3.04
2010091905,0.281,1.5,-2.4,147.94,2.83,1.6,-2.16,143.35,2.69,1.26,-1.86,145.87,2.24,1.59,-2.41,146.64,2.89
2010091906,0.18,1.36,-2.33,149.65,2.7,1.39,-2.2,147.75,2.6,1.12,-1.9,149.37,2.21,1.45,-2.28,147.44,2.7
2010091907,0.11,1.26,-2.22,150.4,2.55,1.19,-2.19,151.46,2.49,1.13,-2.04,151.06,2.33,1.36,-2.07,146.64,2.47
2010091908,0.1,1.18,-2.08,150.36,2.39,1.01,-2.1,154.32,2.33,1.22,-2.16,150.48,2.48,1.31,-1.8,144.09,2.23
2010091909,0.165,1.11,-1.92,149.91,2.22,0.84,-1.94,156.59,2.12,1.33,-2.1,147.73,2.49,1.29,-1.53,139.77,2
2010091910,0.195,1.03,-1.77,149.69,2.05,0.68,-1.72,158.6,1.85,1.37,-1.78,142.31,2.24,1.31,-1.27,134.23,1.83
2010091911,0.206,0.93,-1.68,151.06,1.92,0.53,-1.51,160.83,1.6,1.33,-1.35,135.53,1.89,1.33,-1.11,129.88,1.73
2010091912,0.065,0.78,-1.72,155.57,1.89,0.41,-1.39,163.62,1.45,1.17,-1.06,132.29,1.58,1.31,-1.1,129.96,1.71
2010091913,0,0.34,-1.42,166.55,1.46,0.91,-1.08,139.92,1.42,1.25,-1.28,135.74,1.79,0.36,-2,169.88,2.03
2010091914,0,0.32,-1.56,168.39,1.6,0.69,-1.33,152.52,1.49,1.19,-1.55,142.37,1.95,0.23,-2.21,174.09,2.22
2010091915,0,0.35,-1.75,168.62,1.78,0.66,-1.63,157.88,1.76,1.24,-1.77,145.07,2.16,0.36,-2.27,170.9,2.3
2010091916,0,0.43,-1.93,167.29,1.98,0.94,-1.9,153.68,2.11,1.43,-1.85,142.33,2.34,0.68,-2.24,163.11,2.34
2010091917,0.02,0.58,-2.11,164.64,2.19,1.36,-2.15,147.65,2.55,1.73,-1.88,137.41,2.55,1.1,-2.19,153.44,2.45
2010091918,0.03,0.8,-2.31,160.95,2.44,1.73,-2.48,145.16,3.03,2.04,-1.96,133.85,2.82,1.52,-2.19,145.18,2.67
2010091919,0.04,1.07,-2.54,157.08,2.76,1.87,-2.93,147.37,3.47,2.28,-2.17,133.52,3.14,1.88,-2.28,140.56,2.96
2010091920,0.035,1.29,-2.75,154.96,3.04,1.82,-3.33,151.35,3.79,2.39,-2.43,135.39,3.41,2.1,-2.42,139.15,3.2
2010091921,0.04,1.28,-2.88,156.01,3.16,1.63,-3.49,154.94,3.86,2.31,-2.62,138.55,3.49,2.1,-2.53,140.22,3.29
2010091922,0.09,0.99,-2.88,161.09,3.05,1.4,-3.29,157.01,3.57,2.02,-2.65,142.69,3.33,1.88,-2.53,143.41,3.15
2010091923,0.095,0.62,-2.78,167.39,2.85,1.21,-2.86,156.98,3.1,1.69,-2.55,146.52,3.06,1.57,-2.45,147.27,2.91
2010092000,0.095,0.48,-2.61,169.57,2.65,1.2,-2.39,153.36,2.67,1.53,-2.38,147.26,2.83,1.37,-2.29,149.08,2.67
2010092001,0.125,1.42,-2.06,145.46,2.5,1.68,-2.18,142.39,2.75,1.42,-2.1,145.99,2.53,1.12,-1.92,149.86,2.22
2010092002,0.075,1.73,-1.88,137.44,2.56,1.98,-2.01,135.53,2.82,1.62,-1.93,140.1,2.52,1.46,-1.94,143.05,2.43
2010092003,0.035,1.95,-1.86,133.56,2.69,2.18,-1.93,131.53,2.92,1.82,-1.85,135.49,2.59,1.66,-1.96,139.76,2.56
2010092004,0.075,1.96,-1.96,135,2.77,2.13,-1.97,132.85,2.9,1.91,-1.9,134.85,2.69,1.73,-1.97,138.64,2.62
2010092005,0.18,1.85,-2.12,139,2.81,1.93,-2.1,137.52,2.85,1.91,-2.06,137.13,2.81,1.73,-2,139.24,2.65
2010092006,0.175,1.77,-2.28,142.14,2.89,1.77,-2.28,142.15,2.89,1.86,-2.27,140.65,2.93,1.69,-2.11,141.31,2.7
2010092007,0.125,1.85,-2.37,141.96,3,1.79,-2.44,143.71,3.03,1.8,-2.47,143.99,3.06,1.64,-2.28,144.22,2.81
2010092008,0.18,2,-2.34,139.45,3.08,1.91,-2.51,142.68,3.15,1.73,-2.59,146.3,3.11,1.6,-2.41,146.48,2.89
2010092009,0.291,2.11,-2.19,136,3.04,1.98,-2.37,140.12,3.09,1.63,-2.5,147.01,2.99,1.54,-2.36,146.84,2.81
2010092010,0.241,2.07,-1.91,132.72,2.81,1.9,-2,136.5,2.76,1.49,-2.18,145.72,2.64,1.46,-2.04,144.49,2.51
2010092011,0.165,1.82,-1.66,132.49,2.46,1.67,-1.59,133.48,2.31,1.31,-1.81,144.1,2.23,1.32,-1.69,142.1,2.14
2010092012,0.125,1.33,-1.65,141.17,2.12,1.35,-1.39,135.71,1.94,1.08,-1.62,146.26,1.94,1.08,-1.6,145.95,1.93
2010092013,0.09,0.99,-1.57,147.81,1.86,0.81,-1.78,155.38,1.95,0.73,-1.94,159.42,2.08,0.94,-1.91,153.79,2.13
2010092014,0.01,0.64,-1.96,161.76,2.06,0.55,-2.1,165.28,2.17,0.34,-2.47,172.12,2.49,0.67,-2.17,162.92,2.27
